,address,hind,üldpind,ehitusaasta,rõdu,seisukord,tubade_arv,broker,linnaosa,terrass,maaküte,autnoomne küte,gaasiküte,kombineeritud küte,kamin,õhksoojuspump,põrandaküte,tahkekütus,keskküte,ahjuküte,elektriküte,energy_class_a,energy_class_b,energy_class_c,energy_class_d,energy_class_e,energy_class_f,energy_class_g,korrus,saun,bassein
10411,Järveotsa tee 23,81000,65.7,1977,1,C,3,Falkenberg kinnisvara OÜ,Haabersti,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0,0
23,Spordi tn 16,67900,38.4,1962,0,B,2,Real24 OÜ,Kristiine,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
48,Sammu tn 6,113900,54.4,2019,0,A,2,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
62,Värvi tn 12,55000,32.9,1993,1,B,1,Lossi Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
67,Sõjakooli tn 12,242900,114.8,2018,1,A,4,Pro Kapital Eesti AS,Kristiine,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
72,Rahumäe tee 6,110000,58.6,2004,1,B,2,Treasure Capital OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
110,Mustamäe tee 100,85000,60.7,1967,1,B,3,City Property OÜ,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
121,Vindi tn 18,61000,34.1,1974,0,B,2,AHAUS Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
151,Rahumäe tee 2,175000,39.9,2004,0,B,4,Alexandra Kinnisvara Agentuur OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1
190,Nõmme tee 110,59000,38.8,1993,0,B,2,Ansvetal OÜ,Nõmme,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
269,Mustamäe tee 29,121900,65.8,1981,0,B,3,Domus Kinnisvara Vahendus OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
271,Retke tee 17,93000,48.5,2004,1,B,2,Smart Estate OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
314,Tehnika tn 71,71000,37.2,1920,0,B,2,Lighthouse Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0
324,Tondi tn 64,62000,43.6,1993,0,B,2,Riigi Kinnisvara AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,/,0,0
325,Tondi tn 20,44700,26.6,2013,0,B,1,Riigi Kinnisvara AS,Kristiine,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,/,0,0
361,Tedre tn 29,85000,38.2,1970,0,B,2,OldeVara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
365,Sammu tn 6,179900,76.0,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
426,Pöialpoisi tn 4,159100,86.0,2018,0,A,2,Harju Maja Kinnisvarateenus OÜ,Kristiine,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
429,Sõpruse pst 3,41500,12.0,1993,0,B,1,Kinnisvaraekspert OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
438,Sõpruse pst 3,32500,11.9,1993,0,B,1,1Partner Kinnisvara,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
440,Sõjakooli tn 12,95900,43.6,2018,1,A,1,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
442,Sõjakooli tn 12,121900,54.7,2018,0,A,2,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
447,Tedre tn 29,86000,38.2,1970,0,B,2,City Property OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
451,Endla tn 51,119000,60.7,1970,1,B,3,Mauren Kinnisvarabüroo,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
491,Pirni tn 2,80900,57.1,1974,0,B,3,Landlord KVB OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
540,Sõstra tn 3,115000,66.0,1993,1,B,3,Arcus Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
550,Mustamäe tee 29,121900,65.8,1981,0,B,3,Arcus Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
573,Lille tn 28,54980,25.5,1940,0,B,1,Falkenberg kinnisvara OÜ,Kristiine,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0
600,Sõpruse pst 3,33500,12.0,1993,0,B,1,Luks Holding Estonia OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
628,Sammu tn 6,124900,54.4,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
631,Kuldnoka tn 15,90000,60.1,1974,1,B,3,Aviso Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
798,Mustamäe tee 29,119000,65.6,1981,1,B,3,Kinnisvarakeskus,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
826,Paldiski mnt 59,93800,59.5,1954,0,C,3,RE/MAX,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
833,Rästa tn 18,194900,79.3,2016,0,B,3,KM Kodu Kinnivara OÜ,Kristiine,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
836,Tedre tn 33,62500,34.7,1972,0,B,1,Smart Estate OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
902,Sõjakooli tn 12,169900,76.2,2018,1,A,3,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
906,Vindi tn 18,61690,34.1,1974,0,C,2,Eraarendus Grupp OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
908,Vindi tn 18,61000,34.1,1974,0,C,2,ParimKinnisvara,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
911,Mustamäe tee 3,125000,39.5,2018,0,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
935,Siidisaba 11,112900,55.2,2005,0,A,2,CKE Kinnisvara OÜ,Kristiine,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
958,Energia tn 6,74900,40.9,1962,0,B,2,RE/MAX,Kristiine,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,0
1145,Nõmme tee 3,110000,34.7,2018,1,A,2,Domus Kinnisvara Vahendus OÜ Tallinn,Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1272,Sõjakooli tn 12,249900,117.9,2017,1,A,4,Pro Kapital Eesti AS,Kristiine,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
1273,Sõjakooli tn 12,242900,114.7,2017,1,A,4,Pro Kapital Eesti AS,Kristiine,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
1346,Sõpruse pst 170,149000,70.0,2005,0,B,3,Telefon 1: ,Kristiine,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1497,Sammu tn 6,168900,78.4,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1507,Sammu tn 6,254900,114.7,2019,1,A,4,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
1509,Sammu tn 6,249900,117.9,2019,1,A,4,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
1697,Sõstra tn 3,115000,66.0,1993,1,B,3,Telefon 1: ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
1769,Endla tn 55,69500,43.8,1993,0,B,2,Tipoliin Kinnisvarabüroo,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1973,Siidisaba 9,85000,56.4,1974,0,B,3,LVM Kinnisvara Tallinn,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2143,Seebi tn 30,67900,55.0,1993,0,C,3,Lumina Imobil OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
2144,Spordi tn 18,69000,39.2,1964,0,C,2,RE/MAX,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2163,Kuldnoka tn 12,59900,32.7,1973,0,B,1,RE/MAX,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2337,Algi tn 59,164000,68.7,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2339,Algi tn 59,164000,68.7,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2342,Algi tn 59,170000,68.5,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2343,Algi tn 59,188000,67.6,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2344,Algi tn 59,154000,64.4,2018,0,A,3,YIT Eesti AS,Kristiine,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2356,Algi tn 59,164000,66.4,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2524,Energia tn 4,61500,39.0,1993,0,B,2,Leading Property Solutions OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2577,Kirsi 8,97000,65.6,1974,1,B,3,Domus Kinnisvara Vahendus OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2651,Kibuvitsa 18,143000,65.3,1993,0,B,4,CKE Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0
2751,Endla tn 77,250000,88.4,1993,0,B,4,City Property OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
2765,Nõmme tee 97,164000,70.5,2019,1,A,3,Nordecon AS,Nõmme,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
2767,Nõmme tee 97,167000,72.7,2019,1,A,3,Nordecon AS,Nõmme,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2788,Sammu tn 6,124900,54.5,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2789,Sammu tn 6,127900,54.5,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2790,Sammu tn 6,126900,54.4,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2791,Sammu tn 6,121900,54.7,2019,0,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2792,Sammu tn 6,116900,54.7,2019,0,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2794,Sammu tn 6,125900,54.7,2019,0,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2796,Sammu tn 6,134900,54.5,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2825,Nõmme tee 23,73000,37.9,1973,0,B,2,LVM Kinnisvara Tallinn,Nõmme,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
3262,Lille 18,129900,61.4,1957,0,B,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
3331,Kotka tn 3,51900,21.9,1993,0,B,1,Maja & Kodu KVB OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3362,Mustamäe tee 29,122000,72.4,1981,0,B,3,GloReal KINNISVARA,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
3540,Tuisu tn 7,84000,42.3,1993,0,B,2,Nordic Estates OÜ,Kristiine,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0
3604,Koskla tn 5,89900,60.8,1970,1,B,3,City Property OÜ,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3651,Kotka 1,40000,12.0,1966,0,B,1,CKE Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
3757,Sõjakooli tn 12,129900,63.7,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3976,Kristiine linnaosa 4,52000,32.0,1993,1,B,1,Koduleidja OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4074,Sõjakooli tn 12,255700,114.8,2018,1,A,4,Pro Kapital Eesti AS,Kristiine,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
4274,Mustamäe tee 3,168000,56.0,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4276,Mustamäe tee 3,168000,56.0,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4380,Tedre tn 85,95000,60.8,1973,1,B,3,Domare Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
4410,Mustamäe tee 3,199000,68.9,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4462,Endla 76,144500,72.2,2005,0,B,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
4978,Keemia 11,99000,40.0,1999,0,B,2,CKE Kinnisvara OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
5899,Nõmme tee 48,119900,73.9,1987,1,B,4,LVM Kinnisvara Tallinn,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0
6205,Sõjakooli tn 12,265900,117.9,2018,1,A,4,Pro Kapital Eesti AS,Kristiine,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
6531,Mustamäe tee 3,249000,83.8,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6532,Mustamäe tee 3,298000,100.1,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6533,Mustamäe tee 3,165000,56.8,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6534,Mustamäe tee 3,140700,46.9,2018,0,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6563,Nõmme tee 3,229000,99.9,2018,1,A,5,"Domus Kinnisvara Vahendus OÜ Tallinn,Domus Kinnisvara Vahendus OÜ Tallinn",Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6564,Nõmme tee 3,167000,69.6,2018,1,A,3,"Domus Kinnisvara Vahendus OÜ Tallinn,Domus Kinnisvara Vahendus OÜ Tallinn",Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6567,Nõmme tee 3,207000,89.0,2018,1,A,4,"Domus Kinnisvara Vahendus OÜ Tallinn,Domus Kinnisvara Vahendus OÜ Tallinn",Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
6575,Nõmme tee 3,195000,83.1,2018,1,A,4,"Domus Kinnisvara Vahendus OÜ Tallinn,Domus Kinnisvara Vahendus OÜ Tallinn",Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6576,Nõmme tee 3,203000,89.0,2018,1,A,4,Domus Kinnisvara Vahendus OÜ Tallinn,Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6577,Nõmme tee 3,169000,69.6,2018,1,A,3,"Domus Kinnisvara Vahendus OÜ Tallinn,Domus Kinnisvara Vahendus OÜ Tallinn",Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6578,Nõmme tee 3,197000,83.1,2018,1,A,4,"Domus Kinnisvara Vahendus OÜ Tallinn,Domus Kinnisvara Vahendus OÜ Tallinn",Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
6579,Nõmme tee 3,171000,69.6,2018,1,A,3,Domus Kinnisvara Vahendus OÜ Tallinn,Nõmme,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
6733,Mustamäe tee 3,195000,68.9,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6734,Mustamäe tee 3,185000,68.8,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6740,Mustamäe tee 3,205000,68.8,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6762,Mustamäe tee 3,165000,56.8,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6853,Mustamäe tee 3,269000,88.2,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6856,Mustamäe tee 3,269000,88.2,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6944,Sõjakooli tn 12,256200,114.7,2018,1,A,4,Pro Kapital Eesti AS,Kristiine,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
6973,Retke tee 17,95900,48.1,2004,0,B,2,City Property OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
7122,Sõjakooli tn 12,173900,73.1,2018,1,A,3,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7123,Sõjakooli tn 12,129900,54.4,2018,1,A,2,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7124,Sõjakooli tn 12,169900,73.1,2018,1,A,3,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
7128,Tulika tn 66,82000,53.3,1970,0,C,3,City Property OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
7203,Endla tn 48,130000,76.0,1938,0,B,4,Kaja Aava-Laanemaa FIE,Kristiine,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
7239,Asula 8,133000,80.1,1949,0,B,3,Skanton Kinnisvara OÜ,Kristiine,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
7271,Endla 90,109500,69.0,1959,0,B,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7289,Järve tn 50,120000,80.9,1955,0,C,4,1Partner Kinnisvara,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
7333,Sõjakooli tn 12,125900,54.7,2019,0,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7919,Sammu tn 6,166900,76.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7924,Sammu tn 6,166900,76.0,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
8030,Sammu tn 6,95900,43.6,2019,1,A,1,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8032,Sammu tn 6,129900,63.7,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8035,Sammu tn 6,113900,54.8,2019,0,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8038,Sammu tn 6,147000,73.6,2019,1,A,2,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8040,Sammu tn 6,249900,118.0,2019,1,A,4,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
8043,Sammu tn 6,254900,114.8,2019,1,A,4,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
8046,Sammu tn 6,249900,114.7,2019,1,A,4,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
8048,Sammu tn 6,174900,76.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8049,Sammu tn 6,169900,76.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
8050,Sammu tn 6,174900,76.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
8052,Sammu tn 6,179900,76.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8054,Sammu tn 6,169900,73.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
8059,Sammu tn 6,173900,73.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
8063,Sammu tn 6,164900,73.2,2019,1,A,3,Pro Kapital Eesti AS,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
8225,Endla tn 92,59900,32.2,1959,0,B,1,City Property OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
8318,Lille 18,129900,61.4,1957,0,B,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
8426,Algi tn 59,126000,48.4,2018,0,A,2,YIT Eesti AS,Kristiine,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8427,Algi tn 59,168000,66.4,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
8428,Algi tn 59,135000,50.8,2018,0,A,2,YIT Eesti AS,Kristiine,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8429,Algi tn 59,172000,68.7,2018,0,A,3,YIT Eesti AS,Kristiine,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8430,Algi tn 59,136000,49.9,2018,0,A,2,YIT Eesti AS,Kristiine,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8431,Algi tn 59,166000,66.4,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
8432,Algi tn 59,174000,67.5,2018,1,A,3,YIT Eesti AS,Kristiine,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
8433,Algi tn 59,131000,49.9,2018,0,A,2,YIT Eesti AS,Kristiine,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8460,Sõjakooli tn 12,265900,118.0,2019,1,A,4,Pro Kapital Eesti AS,Kristiine,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0
